country_org,country_dest,trade_flow2014
BRA,PRT,1184.700666735359
BRA,ROU,346.7651592140607
BRA,ROW,113551.1609830781
BRA,RUS,3655.824110582558
BRA,SVK,65.36144782787741
BRA,SVN,323.4492065453909
BRA,SWE,697.469769594531
BRA,TUR,1677.347168062274
BRA,TWN,2571.514308538824
BRA,USA,29552.36664116654
CAN,AUS,2683.77889372918
CAN,AUT,620.413319861652
CAN,BEL,2426.321584000219
CAN,BGR,149.9846577140515
CAN,BRA,2145.689165278679
CAN,CAN,2692946.523494762
CAN,CHE,1222.019203899551
CAN,CHN,17815.29360071742
CAN,CZE,191.7923410349757
CAN,DEU,4154.971718335696
CAN,DNK,484.1274611074997
CAN,ESP,1334.211327267919
CAN,EST,43.38619185605035
CAN,FIN,724.2294525747334
CAN,FRA,7212.009381557222
CAN,GBR,13648.9393664826
CAN,GRC,235.201843734032
CAN,HRV,48.50483066350361
CAN,HUN,221.2413107412946
CAN,IDN,1354.999794488966
CAN,IND,2636.254111325942
CAN,IRL,1469.753466736806
CAN,ITA,3150.054843357506
CAN,JPN,14046.15100029784
CAN,KOR,4701.663348929111
CAN,LTU,53.64187502157103
CAN,LUX,295.6788973651726
CAN,LVA,33.10670052163619
CAN,MEX,8237.104287191165
CAN,NLD,2161.754593049376
CAN,NOR,2395.484203349361
CAN,POL,475.6649507036241
CAN,PRT,203.4719938596993
CAN,ROU,287.5662461832223
CAN,ROW,109965.9934858527
CAN,RUS,1645.92866993697
CAN,SVK,173.775537056532
CAN,SVN,46.79624922150438
CAN,SWE,1231.222935654879
CAN,TUR,967.8081834560281
CAN,TWN,2136.100970692845
CAN,USA,350482.134344158
CHE,AUS,3060.186339162025
CHE,AUT,6705.903113212336
CHE,BEL,8080.126926174288
CHE,BGR,286.8431071056277
CHE,BRA,2722.012194472394
CHE,CAN,5775.730773362691
CHE,CHE,1049093.521396548
CHE,CHN,10925.59241012361
CHE,CZE,1451.989811950503
CHE,DEU,48316.96973444581
CHE,DNK,2021.151370044316
CHE,ESP,7043.762439664232
CHE,EST,149.2350346714875
CHE,FIN,1280.791607169579
CHE,FRA,19763.93616224415
CHE,GBR,12649.08153001765
CHE,GRC,1239.443160266789
CHE,HRV,242.1171179228611
CHE,HUN,1063.005683033738
CHE,IDN,605.5263932143607
CHE,IND,2774.405442815948
CHE,IRL,2362.099562707209
CHE,ITA,16259.44776732638
CHE,JPN,7175.574128029939
CHE,KOR,3150.758881637182
CHE,LTU,139.5395145421894
CHE,LUX,5463.613565290035
CHE,LVA,209.9463683427021
CHE,MEX,1618.499492946368
CHE,NLD,12116.61780818318
CHE,NOR,1534.196379303688
CHE,POL,2638.084001786844
CHE,PRT,1008.235543429176
CHE,ROU,770.1979998707023
CHE,ROW,116588.9644849018
CHE,RUS,6333.03948368369
CHE,SVK,643.3452196500019
CHE,SVN,417.1992064713523
CHE,SWE,1743.987221671329
CHE,TUR,1731.074583354881
CHE,TWN,1525.666825715931
CHE,USA,32981.6963574578
CHN,AUS,48458.54634746336
CHN,AUT,4242.399953742898
CHN,BEL,11803.58818095816
CHN,BGR,1029.02046682782
CHN,BRA,38987.59079040105
CHN,CAN,49636.1730641956
CHN,CHE,7292.86583351356
CHN,CHN,29319958.62296633
CHN,CZE,8897.806617132583
CHN,DEU,88464.56419825266
CHN,DNK,6198.962064789268
CHN,ESP,21495.8605564737
CHN,EST,1073.260294519263
CHN,FIN,6870.438378909774
CHN,FRA,41291.33287209401
CHN,GBR,51850.28724659111
CHN,GRC,4190.466029521246
CHN,HRV,713.9291793036754
CHN,HUN,5395.649713871036
CHN,IDN,34969.46735737379
CHN,IND,44869.44621356837
CHN,IRL,3470.932992349468
CHN,ITA,28865.14366760929
CHN,JPN,172861.1170285367
CHN,KOR,101923.9884524787
CHN,LTU,946.8744712464566
CHN,LUX,911.3527599778171
CHN,LVA,653.8088216484159
CHN,MEX,38329.64627037317
CHN,NLD,42640.36861409787
CHN,NOR,4562.58263381033
CHN,POL,14316.2573028141
CHN,PRT,2251.282501956492
CHN,ROU,2613.50057354644
CHN,ROW,1039562.976664006
CHN,RUS,65197.72883938807
CHN,SVK,2001.544771858024
CHN,SVN,1369.127842275064
CHN,SWE,11172.94685145367
CHN,TUR,23148.96248262642
CHN,TWN,43622.03434882843
CHN,USA,347311.1062227525
CZE,AUS,590.4006455146856
CZE,AUT,7205.309198699547
CZE,BEL,4798.895610449297
CZE,BGR,842.2344835715789
CZE,BRA,463.536345940406
CZE,CAN,419.9048734589608
CZE,CHE,2469.573514603815
CZE,CHN,3101.906320031791
CZE,CZE,331202.091719077
CZE,DEU,46695.80127521086
CZE,DNK,1702.422036619217
CZE,ESP,3863.323364722057
CZE,EST,214.3912485862182
CZE,FIN,970.1852108756822
CZE,FRA,7592.290255776464
CZE,GBR,6824.767077449376
CZE,GRC,303.8726033513616
CZE,HRV,499.4098793321643
CZE,HUN,4732.268976444429
CZE,IDN,202.8934590484532
CZE,IND,427.1166236264934
CZE,IRL,682.5592388876133
CZE,ITA,5761.564538932807
CZE,JPN,682.2374691501504
CZE,KOR,683.7693296629666
CZE,LTU,459.7275765609877
CZE,LUX,277.6943558335764
CZE,LVA,181.5340543959502
CZE,MEX,727.0515960406971
CZE,NLD,3385.141179387663
CZE,NOR,818.3318490753703
CZE,POL,9415.19947843951
CZE,PRT,484.1143887726982
CZE,ROU,1677.79292214266
CZE,ROW,15915.36657190859
CZE,RUS,6139.17388062207
CZE,SVK,11188.92954386134
CZE,SVN,676.3933669498533
CZE,SWE,2397.355822790452
CZE,TUR,2167.84481754939
CZE,TWN,145.0841419689025
CZE,USA,3789.543764323128
DEU,AUS,12142.80082737586
DEU,AUT,77550.78952280714
DEU,BEL,41917.78531999185
DEU,BGR,4149.757853093384
DEU,BRA,17775.47516548349
DEU,CAN,17148.24076152625
DEU,CHE,63954.7396608478
DEU,CHN,122900.2853554316
DEU,CZE,42855.07404004106
DEU,DEU,5388510.256616368
DEU,DNK,24165.08453602639
DEU,ESP,50542.04249754734
DEU,EST,2139.23852614122
DEU,FIN,15078.00372796526
DEU,FRA,133787.9398236772
DEU,GBR,103347.4814750561
DEU,GRC,7709.973169711572
DEU,HRV,3231.402812258696
DEU,HUN,27182.84829802435
DEU,IDN,4214.989070876833
DEU,IND,13025.17866417907
DEU,IRL,9475.20273745823
DEU,ITA,84739.96569762024
DEU,JPN,24756.92765289902
DEU,KOR,25415.25059169
DEU,LTU,2752.202843623256
DEU,LUX,10284.42164039949
DEU,LVA,1396.027442859496
DEU,MEX,14848.97395199648
DEU,NLD,72853.24497537455
DEU,NOR,12835.17387470033
DEU,POL,61603.58135622253
DEU,PRT,9998.345059866815
DEU,ROU,13070.9985215557
DEU,ROW,277357.647043372
DEU,RUS,49265.04813546779
DEU,SVK,14645.03705677318
DEU,SVN,4664.439912691528
DEU,SWE,32583.6858303712
DEU,TUR,28860.02614684069
DEU,TWN,10385.449463577
DEU,USA,135642.0886546584
DNK,AUS,1273.100207706831
DNK,AUT,798.4579800543509
DNK,BEL,2069.51129267033
DNK,BGR,202.4696138558153
DNK,BRA,1113.706903533179
DNK,CAN,1516.19035981112
DNK,CHE,1517.505768142687
DNK,CHN,7624.81942877136
DNK,CZE,796.815623947572
DNK,DEU,19204.90602279036
DNK,DNK,444477.3784518908
DNK,ESP,2342.045266887418
DNK,EST,274.490767923437
DNK,FIN,4046.946542454853
DNK,FRA,4525.664625350662
DNK,GBR,10686.28021136642
DNK,GRC,626.4312550963267
DNK,HRV,131.6830404753029
DNK,HUN,1881.850635436145
DNK,IDN,366.6632803864944
DNK,IND,1211.663248490462
DNK,IRL,780.9203503951001
DNK,ITA,2703.82600515345
DNK,JPN,3461.407661658007
DNK,KOR,1315.262361391117
DNK,LTU,402.2253636400221
DNK,LUX,302.8312832188391
DNK,LVA,329.1716948239104
DNK,MEX,613.1437512145396
DNK,NLD,3522.000370394392
DNK,NOR,9093.511169727968
DNK,POL,3053.425290895263
DNK,PRT,405.1415184385413
DNK,ROU,427.8198226454918
DNK,ROW,53678.33110447173
DNK,RUS,2092.038207747112
DNK,SVK,275.5218266405101
DNK,SVN,110.330872422005
DNK,SWE,15882.46885331445
DNK,TUR,1426.587249151164
DNK,TWN,487.2990679968631
DNK,USA,7718.453972660164
ESP,AUS,2495.886948336404
ESP,AUT,2802.403818916241
ESP,BEL,8051.845537135035
ESP,BGR,2907.64711387827
ESP,BRA,5157.273615381068
ESP,CAN,2868.869624056011
ESP,CHE,5278.506165890778
ESP,CHN,5883.810565204015
ESP,CZE,2461.553003892363
ESP,DEU,36647.29024674295
ESP,DNK,2102.835582305273
ESP,ESP,2178900.174122789
ESP,EST,168.750672546846
ESP,FIN,1395.070162867242
ESP,FRA,52167.92551702716
ESP,GBR,21497.59952770681
ESP,GRC,3123.269151017557
ESP,HRV,311.0956581292649
ESP,HUN,1476.728967820642
ESP,IDN,565.5348812852744
ESP,IND,1360.66967019735
ESP,IRL,1910.572507569449
ESP,ITA,24343.56019017396
ESP,JPN,3858.111697264657
ESP,KOR,3088.150983376808
ESP,LTU,495.1663206065444
ESP,LUX,651.0833662439429
ESP,LVA,199.0555232821111
ESP,MEX,5462.516840057756
ESP,NLD,8199.007359395377
ESP,NOR,1951.373146018251
ESP,POL,5438.791403968411
ESP,PRT,25045.29793343043
ESP,ROU,1612.464343130849
ESP,ROW,110257.7239867532
ESP,RUS,5283.142647931978
ESP,SVK,811.1625222799883
ESP,SVN,739.704045553574
ESP,SWE,3048.445921753152
ESP,TUR,7763.123590890009
ESP,TWN,3107.130492988987
ESP,USA,17015.15062420077
EST,AUS,140.4496872945632
EST,AUT,118.3692847006355
EST,BEL,237.7817321600793
EST,BGR,37.62034123394771
EST,BRA,42.23067936435307
EST,CAN,66.64048120713669
EST,CHE,225.454443749105
EST,CHN,177.7298211125319
EST,CZE,48.93668905142074
EST,DEU,848.3419922193557
EST,DNK,400.0306739233823
EST,ESP,248.6581944760619
EST,EST,36253.67714889612
EST,FIN,2282.718670845779
EST,FRA,256.7021575714498
EST,GBR,457.5466058223533
EST,GRC,27.75700309631156
EST,HRV,5.48491626996064
EST,HUN,49.65291763849248
EST,IDN,2.092347999359841
EST,IND,58.27966006560492
EST,IRL,57.77211050675655
EST,ITA,157.2480188236188
EST,JPN,125.7980501846571
EST,KOR,107.8382420669317
EST,LTU,614.1897254971835
EST,LUX,55.30193865050474
EST,LVA,1035.12878981421
EST,MEX,69.62629152764295
EST,NLD,266.7528829257524
EST,NOR,908.923314044323
EST,POL,258.7731994400371
EST,PRT,28.27226895482185
EST,ROU,24.60437442599113
EST,ROW,3383.618361346638
EST,RUS,1880.923257609144
EST,SVK,31.33985945802862
EST,SVN,12.91717930967492
EST,SWE,3021.807556484601
EST,TUR,55.00076793721457
EST,TWN,8.686806025160802
EST,USA,429.2013803203328
FIN,AUS,849.5865116514149
FIN,AUT,767.7841101827263
FIN,BEL,2347.153205071446
FIN,BGR,71.23542735526958
FIN,BRA,714.4732732483567
FIN,CAN,1526.441390672009
FIN,CHE,1251.155027343683
FIN,CHN,4839.966357981473
FIN,CZE,391.021119982701
FIN,DEU,10702.03183848894
FIN,DNK,1825.440726770601
FIN,ESP,1383.572756405816
FIN,EST,1940.117018088645
FIN,FIN,413204.6135019271
FIN,FRA,2621.125956004505
FIN,GBR,4287.934863000546
FIN,GRC,189.9377902568078
FIN,HRV,48.67098220061573
FIN,HUN,331.7347745840347
FIN,IDN,745.6805592238344
FIN,IND,565.0806182714542
FIN,IRL,1234.957223256026
FIN,ITA,2071.441804392196
FIN,JPN,1882.467911206789
FIN,KOR,1993.042071686135
FIN,LTU,495.0774849125518
FIN,LUX,104.9003036068117
FIN,LVA,767.9688217386889
FIN,MEX,574.1079446991316
FIN,NLD,3949.238332967891
FIN,NOR,2653.782025510096
FIN,POL,1951.724231199728
FIN,PRT,157.4142705976917
FIN,ROU,192.1700092281528
FIN,ROW,18744.2089745441
FIN,RUS,5761.081301942322
FIN,SVK,146.8559228525124
FIN,SVN,60.53906386424153
FIN,SWE,11712.99075978262
FIN,TUR,1240.046241056713
FIN,TWN,204.119648445523
FIN,USA,7165.18016814606
FRA,AUS,4665.944289477025
FRA,AUT,5351.660361627311
FRA,BEL,38276.18757946304
FRA,BGR,1142.871981788502
FRA,BRA,8791.630380471795
FRA,CAN,7370.903844005545
FRA,CHE,17659.41609652792
FRA,CHN,30153.39906079491
FRA,CZE,5344.889569585329
FRA,DEU,97351.59379796413
FRA,DNK,4969.116342548622
FRA,ESP,50790.35006606738
FRA,EST,353.9073905798924
FRA,FIN,2663.241624710281
FRA,FRA,4260544.256348921
FRA,GBR,60106.67797730707
FRA,GRC,3541.864340895375
FRA,HRV,509.0290619899354
FRA,HUN,4503.336374981349
FRA,IDN,2800.760602252087
FRA,IND,6241.486954972773
FRA,IRL,5654.109244092365
FRA,ITA,48672.38356926619
FRA,JPN,11412.67048788815
FRA,KOR,10243.56376830019
FRA,LTU,649.2782188985627
FRA,LUX,7360.403181308681
FRA,LVA,336.9226055173569
FRA,MEX,4184.638095121487
FRA,NLD,24858.81144851875
FRA,NOR,5482.746535990956
FRA,POL,10596.72640920218
FRA,PRT,6859.75770565991
FRA,ROU,4161.165067856689
FRA,ROW,180705.2998549448
FRA,RUS,11556.30937606594
FRA,SVK,3086.227430300211
FRA,SVN,983.1511946644563
FRA,SWE,8409.424317097531
FRA,TUR,9602.995064967394
FRA,TWN,2599.943679522833
FRA,USA,49649.61915344775
GBR,AUS,8989.804699579752
GBR,AUT,3485.621038465001
GBR,BEL,21044.77216304934
GBR,BGR,753.805299965827
GBR,BRA,5091.208590624757
GBR,CAN,17522.609772172
GBR,CHE,19448.52991562266
GBR,CHN,27405.20146213331
GBR,CZE,3060.097575712481
GBR,DEU,54146.97774131932
GBR,DNK,8100.880107630133
GBR,ESP,12958.93599256615
GBR,EST,475.678340963478
GBR,FIN,3784.10510237206
GBR,FRA,46573.37581586118
GBR,GBR,4531864.107923388
GBR,GRC,2627.050581544513
GBR,HRV,521.0510523847857
GBR,HUN,2121.612554298526
GBR,IDN,971.6476623865415
GBR,IND,7260.365491480165
GBR,IRL,34477.29073159703
GBR,ITA,21797.76812152797
GBR,JPN,9918.695228535837
GBR,KOR,9693.984727923345
GBR,LTU,544.3797998139
GBR,LUX,23757.29602123052
GBR,LVA,464.9017792366043
GBR,MEX,2784.308607760669
GBR,NLD,23602.42488593703
GBR,NOR,11425.60471509652
GBR,POL,7152.805587368509
GBR,PRT,3050.172097702854
GBR,ROU,1566.604676911621
GBR,ROW,233949.5327873876
GBR,RUS,14235.62670622919
GBR,SVK,809.6747212024698
GBR,SVN,421.3770318495464
GBR,SWE,11768.62348878146
GBR,TUR,6081.746740551254
GBR,TWN,2228.33083289015
GBR,USA,85559.14991700999
GRC,AUS,116.8472586097272
GRC,AUT,205.9257416437056
GRC,BEL,493.2507998333251
GRC,BGR,1283.807921951828
GRC,BRA,52.46378392612991
GRC,CAN,113.0069757939302
GRC,CHE,339.8068106507822
GRC,CHN,471.6944142301008
GRC,CZE,140.374946224383
GRC,DEU,1987.453256021746
GRC,DNK,161.8951312684738
GRC,ESP,598.4665350212764
GRC,EST,22.1275429404102
GRC,FIN,109.1315875762294
GRC,FRA,692.2379977007708
GRC,GBR,1778.913118418001
GRC,GRC,319005.7080229307
GRC,HRV,76.1108806741985
GRC,HUN,86.64733341460305
GRC,IDN,101.8805502866227
GRC,IND,288.3938749347075
GRC,IRL,52.15204413022869
GRC,ITA,2540.953263993502
GRC,JPN,203.1798770867116
GRC,KOR,439.521321389956
GRC,LTU,33.48775901684456
GRC,LUX,71.189303397659
GRC,LVA,8.253293922769592
GRC,MEX,101.3652746523432
GRC,NLD,369.9113975212378
GRC,NOR,54.48555504361128
GRC,POL,316.5323425885226
GRC,PRT,90.0172471327119
GRC,ROU,637.4996315025993
GRC,ROW,34023.42279924198
GRC,RUS,228.026760192205
GRC,SVK,63.28985726818296
GRC,SVN,83.62101164882799
GRC,SWE,243.2215216214877
GRC,TUR,6542.61754930752
GRC,TWN,131.7777991080572
GRC,USA,905.6305783275785
HRV,AUS,49.02846650274268
HRV,AUT,1267.012699453977
HRV,BEL,643.2931796731228
HRV,BGR,114.4791065245945
HRV,BRA,16.75779884801449
HRV,CAN,90.20350400853886
HRV,CHE,251.1672256630038
HRV,CHN,130.6385558419337
HRV,CZE,232.2533729470534
HRV,DEU,1859.695773109319
HRV,DNK,160.380437471435
HRV,ESP,219.0649639517853
HRV,EST,6.562411563353807
HRV,FIN,36.66891097646557
HRV,FRA,405.7474500334486
HRV,GBR,547.8598897944512
HRV,GRC,243.5937442369962
HRV,HRV,74150.35137740499
HRV,HUN,675.5034091551653
HRV,IDN,30.23653574564783
HRV,IND,16.22975349292945
HRV,IRL,59.2555933244867
HRV,ITA,2317.134164132314
HRV,JPN,73.39439085658874
HRV,KOR,19.35999601021888
HRV,LTU,14.43916772767021
HRV,LUX,54.42566876297365
HRV,LVA,13.73049702011897
HRV,MEX,34.81230261099111
HRV,NLD,215.6924093604965
HRV,NOR,183.789212368055
HRV,POL,255.9181028808788
HRV,PRT,49.78898775681362
HRV,ROU,147.615023701448
HRV,ROW,9917.242965001704
HRV,RUS,188.4698004072467
HRV,SVK,219.90190523732
HRV,SVN,1457.47093337592
HRV,SWE,291.2947906474975
HRV,TUR,130.3427277566761
HRV,TWN,7.71792125760993
HRV,USA,620.3796079301036
HUN,AUS,418.2881211173057
HUN,AUT,6197.631396930214
HUN,BEL,1850.605919649016
HUN,BGR,1049.671323814929
HUN,BRA,440.0929130730255
HUN,CAN,467.8066200032347
HUN,CHE,1404.697117560715
HUN,CHN,2493.096500784754
HUN,CZE,3667.039642309013
HUN,DEU,29961.96184356628
HUN,DNK,947.4532591248334
HUN,ESP,2903.84361977352
HUN,EST,224.4574608974856
HUN,FIN,526.3497487701121
HUN,FRA,4871.828883853081
HUN,GBR,4520.898966656695
HUN,GRC,408.6937005133894
HUN,HRV,1128.556778898345
HUN,HUN,167990.6362476766
HUN,IDN,51.04323087259433
HUN,IND,190.1161204199262
HUN,IRL,647.7210198269053
HUN,ITA,6024.9168594317
HUN,JPN,842.421035965446
HUN,KOR,654.2794472375506
HUN,LTU,231.2712289571773
HUN,LUX,354.7581969282314
HUN,LVA,158.723032463175
HUN,MEX,784.1843783504588
HUN,NLD,2538.036453610868
HUN,NOR,405.7452632510262
HUN,POL,4139.29824231199
HUN,PRT,330.3878813367048
HUN,ROU,5872.467916850373
HUN,ROW,14549.93518492269
HUN,RUS,1855.832426120083
HUN,SVK,4026.022912155349
HUN,SVN,890.4848480862753
HUN,SWE,1588.601546735747
HUN,TUR,1738.568902084388
HUN,TWN,148.561239816878
HUN,USA,4944.885534031236
IDN,AUS,6340.304260943951
IDN,AUT,145.7696703529135
IDN,BEL,705.978050980588
IDN,BGR,66.37774318717898
IDN,BRA,2737.982786338324
IDN,CAN,1607.320583774783
IDN,CHE,169.9054962820935
IDN,CHN,20986.82016430139
IDN,CZE,136.9136129752057
IDN,DEU,4077.237032304265
IDN,DNK,291.3682124942374
IDN,ESP,2092.77170275577
IDN,EST,70.19905242012014
IDN,FIN,163.5489833176309
IDN,FRA,1721.906557246623
IDN,GBR,2055.712468367912
IDN,GRC,187.6496512283786
IDN,HRV,21.24528618454121
IDN,HUN,127.9838270918402
IDN,IDN,1503743.763403698
IDN,IND,8002.839256888015
IDN,IRL,155.8508080549455
IDN,ITA,2370.489013166376
IDN,JPN,25364.94721830436
IDN,KOR,10661.13736110164
IDN,LTU,31.57524912196701
IDN,LUX,13.45590055902136
IDN,LVA,28.52883719530244
IDN,MEX,1377.248364579797
IDN,NLD,3682.915751995124
IDN,NOR,148.9622650653114
IDN,POL,571.2755687649969
IDN,PRT,168.6878482682643
IDN,ROU,96.69467829354438
IDN,ROW,83895.28241001906
IDN,RUS,967.9308825313316
IDN,SVK,37.21303968318352
IDN,SVN,89.25758316677174
IDN,SWE,213.1371246571852
IDN,TUR,2016.135191175897
IDN,TWN,7493.013615151576
IDN,USA,19505.7337817382
IND,AUS,2703.494445989906
IND,AUT,617.2406321251889
IND,BEL,2721.058524701462
IND,BGR,193.9954362761451
IND,BRA,7085.471514493082
IND,CAN,2649.761658163901
IND,CHE,1055.820001325109
IND,CHN,17736.6209168527
IND,CZE,457.618230734121
IND,DEU,8637.683659750308
IND,DNK,1152.494496595825
IND,ESP,2983.383874571418
IND,EST,60.56336157790476
IND,FIN,1045.915329850949
IND,FRA,6632.669503681223
IND,GBR,12221.4271735748
IND,GRC,416.1655468655703
IND,HRV,134.6710429874425
IND,HUN,275.9273399324275
IND,IDN,4171.847059697917
IND,IND,3614236.973011055
IND,IRL,404.8220044483381
IND,ITA,4883.104385816126
IND,JPN,5644.394819152615
IND,KOR,5225.807697547194
IND,LTU,72.13723625649209
IND,LUX,17.32354421441778
IND,LVA,52.30313937758465
IND,MEX,3636.832116392085
IND,NLD,3904.820436476522
IND,NOR,500.1550297005436
IND,POL,1192.252451918301
IND,PRT,578.3736050547006
IND,ROU,241.9333537131981
IND,ROW,219036.9844073169
IND,RUS,2098.141491155483
IND,SVK,143.6262655956727
IND,SVN,141.0214914481749
IND,SWE,1589.364798723016
IND,TUR,7432.738066829632
IND,TWN,3159.76037905476
IND,USA,36546.80473735182
IRL,AUS,1820.664915637901
IRL,AUT,1232.371944942152
